symbol,company,series,face_value,purpose,ex_date,record_date,book_closure_start,book_closure_end,payment_date,remarks,source_file,source,purpose_normalized,is_dividend,is_bonus,is_split,is_consolidation,is_rights,is_structural,is_buyback,is_capital_reduction,is_meeting,is_interest,is_redemption,primary_class,dividend_amount,ratio_a,ratio_b,old_face_value_parsed,new_face_value_parsed,economic_event_count,multiple_event_types,needs_manual_review,repair_status,repair_reason,security_id_x,identity_match_method,is_nifty500_member_on_ex_date,event_id,effective_date_x,parent_event_class_x,treatment_status,cash_per_pre_event_share,share_multiplier,entitlement_value_per_pre_event_share,cash_unit_basis,valuation_date,valuation_method,is_mandatory,blocks_total_return,evidence_source,effective_date_y,security_id_y,parent_event_class_y,treatment_notes,event_mechanism,assumption_code,assumption_requires_approval,no_direct_adjustment_component,rights_new_shares_per_old_share,rights_subscription_price,previous_close,ex_date_close,market_symbol,market_isin,market_series,rights_entitlement_symbol,rights_entitlement_observed,rights_entitlement_first_seen,rights_entitlement_last_seen,treatment_row_id
IL&FSTRANS,IL&FS Transportation Networks Limited,EQ,10.0,Rights 1:3 @ Premium Rs.80/- Per Share,2015-10-07,2015-10-08,,,,,corporate_actions_20151001_20151031.json,NSE corporate actions API,RIGHTS 1:3 @ PREMIUM RS.80/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,3.0,,,1,False,False,UNCHANGED,,NSE_938AB0376CFC,ACTIVE_DATE_MATCH,True,CA_5e0c29fa08e0f9710340,2015-10-07,RIGHTS,RESOLVED_RIGHTS_ENTITLEMENT,0.0,1.0,2.4875000000000007,NOT_APPLICABLE,2015-10-07,THEORETICAL_EX_RIGHTS_VALUE_FROM_CUM_RIGHTS_PREVIOUS_CLOSE,True,False,LOCAL_NSE_CA_API:corporate_actions_20151001_20151031.json,2015-10-07,NSE_938AB0376CFC,RIGHTS,Issue price is event face value plus the premium stated in the official NSE corporate-action record. The passive holder injects no subscription cash. The entitlement is credited at its ex-date theoretical value from terms known by then; no later RE price or immediate-sale proceeds are used.,RIGHTS_ENTITLEMENT,PASSIVE_HOLDER_DOES_NOT_SUBSCRIBE;ENTITLEMENT_VALUED_BY_NSE_TERP_METHOD,False,False,0.3333333333333333,90.0,99.95,96.65,IL&FSTRANS,INE975G01012,EQ,,False,,,CA_5e0c29fa08e0f9710340_T1
JUSTDIAL,Just Dial Limited,EQ,10.0,Buyback Of Shares,2015-12-03,2015-12-04,,,,,corporate_actions_20151201_20151231.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_855E4F920F23,ACTIVE_DATE_MATCH,True,CA_1feae9ca4c6aa87f52cf,2015-12-03,BUYBACK,RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT,0.0,1.0,0.0,NOT_APPLICABLE,2015-12-03,PASSIVE_HOLDER_NON_PARTICIPATION_POLICY,False,False,LOCAL_NSE_CA_API:corporate_actions_20151201_20151231.json,2015-12-03,NSE_855E4F920F23,BUYBACK,Optional tender buyback: RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT only under the explicit passive-holder assumption that the holder does not tender.,OPTIONAL_TENDER_BUYBACK,PASSIVE_HOLDER_DOES_NOT_TENDER,False,True,,,,,,,,,False,,,CA_1feae9ca4c6aa87f52cf_T1
SPARC,Sun Pharma Advanced Research Company Limited,EQ,1.0,Rights 5: 116 At Premium Rs 244/- Per Share,2016-03-16,2016-03-17,,,,,corporate_actions_20160301_20160331.json,NSE corporate actions API,RIGHTS 5: 116 AT PREMIUM RS 244/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,5.0,116.0,,,1,False,False,UNCHANGED,,NSE_2BB23E58EEE2,ACTIVE_DATE_MATCH,True,CA_74d6bb8939426d20fbdd,2016-03-16,RIGHTS,RESOLVED_RIGHTS_ENTITLEMENT,0.0,1.0,1.9793388429752057,NOT_APPLICABLE,2016-03-16,THEORETICAL_EX_RIGHTS_VALUE_FROM_CUM_RIGHTS_PREVIOUS_CLOSE,True,False,LOCAL_NSE_CA_API:corporate_actions_20160301_20160331.json,2016-03-16,NSE_2BB23E58EEE2,RIGHTS,Issue price is event face value plus the premium stated in the official NSE corporate-action record. The passive holder injects no subscription cash. The entitlement is credited at its ex-date theoretical value from terms known by then; no later RE price or immediate-sale proceeds are used.,RIGHTS_ENTITLEMENT,PASSIVE_HOLDER_DOES_NOT_SUBSCRIBE;ENTITLEMENT_VALUED_BY_NSE_TERP_METHOD,False,False,0.04310344827586207,245.0,292.9,290.7,SPARC,INE232I01014,EQ,,False,,,CA_74d6bb8939426d20fbdd_T1
WIPRO,Wipro Limited,EQ,2.0,Buyback Of Shares,2016-05-05,2016-05-06,,,,,corporate_actions_20160501_20160531.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_060294DF8B9D,ACTIVE_DATE_MATCH,True,CA_3e7f4fe54ba678c0490b,2016-05-05,BUYBACK,RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT,0.0,1.0,0.0,NOT_APPLICABLE,2016-05-05,PASSIVE_HOLDER_NON_PARTICIPATION_POLICY,False,False,LOCAL_NSE_CA_API:corporate_actions_20160501_20160531.json,2016-05-05,NSE_060294DF8B9D,BUYBACK,Optional tender buyback: RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT only under the explicit passive-holder assumption that the holder does not tender.,OPTIONAL_TENDER_BUYBACK,PASSIVE_HOLDER_DOES_NOT_TENDER,False,True,,,,,,,,,False,,,CA_3e7f4fe54ba678c0490b_T1
INDUSTOWER,Indus Towers Limited,EQ,10.0,Buy-Back Of Shares,2016-06-15,2016-06-16,,,,,corporate_actions_20160601_20160630.json,NSE corporate actions API,BUY-BACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_EC4644B51BC9,UNIQUE_SYMBOL_HISTORY,True,CA_42c71074cc25dfab9519,2016-06-15,BUYBACK,RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT,0.0,1.0,0.0,NOT_APPLICABLE,2016-06-15,PASSIVE_HOLDER_NON_PARTICIPATION_POLICY,False,False,LOCAL_NSE_CA_API:corporate_actions_20160601_20160630.json,2016-06-15,NSE_EC4644B51BC9,BUYBACK,Optional tender buyback: RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT only under the explicit passive-holder assumption that the holder does not tender.,OPTIONAL_TENDER_BUYBACK,PASSIVE_HOLDER_DOES_NOT_TENDER,False,True,,,,,,,,,False,,,CA_42c71074cc25dfab9519_T1
SINTEX,Sintex Industries Limited,EQ,1.0,Dividend - Re 0.70/- Per Share/ Right 26:151,2016-08-08,2016-08-09,,,,,corporate_actions_20160801_20160831.json,NSE corporate actions API,DIVIDEND - RE 0.70/- PER SHARE/ RIGHT 26:151,True,False,False,False,True,False,False,False,False,False,False,RIGHTS,0.7,26.0,151.0,,,2,True,True,UNCHANGED,,NSE_7F1FE9599769,ACTIVE_DATE_MATCH,True,CA_1a7d62891f49bdca2944,2016-08-08,RIGHTS,RESOLVED_COMBINED,0.7,1.0,1.1751412429378532,GROSS_DECLARED_CASH_PER_PRE_EVENT_SHARE,2016-08-08,THEORETICAL_EX_RIGHTS_VALUE_FROM_CUM_RIGHTS_PREVIOUS_CLOSE,True,False,LOCAL_NSE_CA_API:corporate_actions_20160801_20160831.json;SINTEX_AR_2016_17,2016-08-08,NSE_7F1FE9599769,RIGHTS,Official report supplies the missing Rs 65 issue price; the same event also pays Rs 0.70 gross cash per old share. The passive holder injects no subscription cash. The entitlement is credited at its ex-date theoretical value from terms known by then; no later RE price or immediate-sale proceeds are used.,ORDINARY_DIVIDEND_PLUS_RIGHTS_ENTITLEMENT,PASSIVE_HOLDER_DOES_NOT_SUBSCRIBE;ENTITLEMENT_VALUED_BY_NSE_TERP_METHOD,False,False,0.17218543046357615,65.0,73.7,74.15,SINTEX,INE429C01035,EQ,,False,,,CA_1a7d62891f49bdca2944_T1
BAJFINANCE,Bajaj Finance Limited,EQ,1.0,Bonus 1:1/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share,2016-09-08,2016-09-10,,,,,corporate_actions_20160901_20160930.json,NSE corporate actions API,BONUS 1:1/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 2/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,1.0,10.0,2.0,2,True,True,UNCHANGED,,NSE_509E811DE5D8,ACTIVE_DATE_MATCH,True,CA_0698eda52834a7ba7b3e,2016-09-08,SPLIT,RESOLVED_COMBINED,0.0,10.0,0.0,NOT_APPLICABLE,2016-09-08,DIRECT_OFFICIAL_EVENT_TERMS,True,False,LOCAL_NSE_CA_API:corporate_actions_20160901_20160930.json,2016-09-08,NSE_509E811DE5D8,SPLIT,All ordinary cash and resulting-share components are composed on the same ex-date.,COMBINED_ORDINARY_EQUITY_EVENT,,False,False,,,,,,,,,False,,,CA_0698eda52834a7ba7b3e_T1
COALINDIA,Coal India Limited,EQ,10.0,Buyback Of Shares,2016-09-08,2016-09-09,,,,,corporate_actions_20160901_20160930.json,NSE corporate actions API,BUYBACK OF SHARES,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D532036F191F,ACTIVE_DATE_MATCH,True,CA_ef9ad6bdb4238bb307c3,2016-09-08,BUYBACK,RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT,0.0,1.0,0.0,NOT_APPLICABLE,2016-09-08,PASSIVE_HOLDER_NON_PARTICIPATION_POLICY,False,False,LOCAL_NSE_CA_API:corporate_actions_20160901_20160930.json,2016-09-08,NSE_D532036F191F,BUYBACK,Optional tender buyback: RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT only under the explicit passive-holder assumption that the holder does not tender.,OPTIONAL_TENDER_BUYBACK,PASSIVE_HOLDER_DOES_NOT_TENDER,False,True,,,,,,,,,False,,,CA_ef9ad6bdb4238bb307c3_T1
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,5.0,Bonus 1:3/Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 5/- Per Share,2016-10-10,2016-10-13,,,,,corporate_actions_20161001_20161031.json,NSE corporate actions API,BONUS 1:3/FACE VALUE SPLIT (SUB-DIVISION) - FROM RS 10/- PER SHARE TO RS 5/- PER SHARE,False,True,True,False,False,False,False,False,False,False,False,SPLIT,,1.0,3.0,10.0,5.0,2,True,True,UNCHANGED,,NSE_4E27A558622E,UNIQUE_SYMBOL_HISTORY,True,CA_ccabaf8940776421471f,2016-10-10,SPLIT,RESOLVED_COMBINED,0.0,2.6666666666666665,0.0,NOT_APPLICABLE,2016-10-10,DIRECT_OFFICIAL_EVENT_TERMS,True,False,LOCAL_NSE_CA_API:corporate_actions_20161001_20161031.json,2016-10-10,NSE_4E27A558622E,SPLIT,All ordinary cash and resulting-share components are composed on the same ex-date.,COMBINED_ORDINARY_EQUITY_EVENT,,False,False,,,,,,,,,False,,,CA_ccabaf8940776421471f_T1
KTKBANK,The Karnataka Bank Limited,EQ,10.0,Rights 1:2 @ Premium Rs 60/- Per Share,2016-10-24,2016-10-25,,,,,corporate_actions_20161001_20161031.json,NSE corporate actions API,RIGHTS 1:2 @ PREMIUM RS 60/- PER SHARE,False,False,False,False,True,False,False,False,False,False,False,RIGHTS,,1.0,2.0,,,1,False,False,UNCHANGED,,NSE_833D2F2B9358,ACTIVE_DATE_MATCH,True,CA_bedba18aee89b2756dbe,2016-10-24,RIGHTS,RESOLVED_RIGHTS_ENTITLEMENT,0.0,1.0,29.26666666666667,NOT_APPLICABLE,2016-10-24,THEORETICAL_EX_RIGHTS_VALUE_FROM_CUM_RIGHTS_PREVIOUS_CLOSE,True,False,LOCAL_NSE_CA_API:corporate_actions_20161001_20161031.json,2016-10-24,NSE_833D2F2B9358,RIGHTS,Issue price is event face value plus the premium stated in the official NSE corporate-action record. The passive holder injects no subscription cash. The entitlement is credited at its ex-date theoretical value from terms known by then; no later RE price or immediate-sale proceeds are used.,RIGHTS_ENTITLEMENT,PASSIVE_HOLDER_DOES_NOT_SUBSCRIBE;ENTITLEMENT_VALUED_BY_NSE_TERP_METHOD,False,False,0.5,70.0,157.8,128.3,KTKBANK,INE614B01018,EQ,,False,,,CA_bedba18aee89b2756dbe_T1
IDFCFIRSTB,IDFC First Bank Limited,H9,5000.0,Interest Payement/Buyback,2016-12-08,2016-12-09,,,,,corporate_actions_20161201_20161231.json,NSE corporate actions API,INTEREST PAYEMENT/BUYBACK,False,False,False,False,False,False,True,False,False,True,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,True,CA_1a7347d96e23e43553d8,2016-12-08,BUYBACK,RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT,0.0,1.0,0.0,NOT_APPLICABLE,2016-12-08,SECURITY_SERIES_CLASSIFICATION,False,False,LOCAL_NSE_CA_API:corporate_actions_20161201_20161231.json,2016-12-08,NSE_D35374D82BA3,BUYBACK,Series H9 with face value Rs 5000 is not the issuer's ordinary EQ security; it creates no ordinary-equity holder adjustment.,NON_EQUITY_SERIES_SAME_ISSUER_SYMBOL,,False,True,,,,,,,,,False,,,CA_1a7347d96e23e43553d8_T1
IDFCFIRSTB,IDFC First Bank Limited,HA,5000.0,Buyback,2016-12-08,2016-12-09,,,,,corporate_actions_20161201_20161231.json,NSE corporate actions API,BUYBACK,False,False,False,False,False,False,True,False,False,False,False,BUYBACK,,,,,,1,False,False,UNCHANGED,,NSE_D35374D82BA3,UNIQUE_SYMBOL_HISTORY,True,CA_136e4f5714de187ec5b4,2016-12-08,BUYBACK,RESOLVED_NO_DIRECT_HOLDER_ADJUSTMENT,0.0,1.0,0.0,NOT_APPLICABLE,2016-12-08,SECURITY_SERIES_CLASSIFICATION,False,False,LOCAL_NSE_CA_API:corporate_actions_20161201_20161231.json,2016-12-08,NSE_D35374D82BA3,BUYBACK,Series HA with face value Rs 5000 is not the issuer's ordinary EQ security; it creates no ordinary-equity holder adjustment.,NON_EQUITY_SERIES_SAME_ISSUER_SYMBOL,,False,True,,,,,,,,,False,,,CA_136e4f5714de187ec5b4_T1
